id,keep,title
1863,t,Sutter County Important Farmland
1864,t,Tehama County Important Farmland
1865,t,Tulare County Important Farmland
1866,t,Ventura County Important Farmland
1867,t,Yolo County Important Farmland
1868,t,Yuba County Important Farmland
1869,t,Geothermal Fields
1870,t,Geothermal Power Plants
1871,t,Geothermal Wells
1872,t,California Hot Springs
1873,t,Central Valley IFSAR Digital Elevation Models and Imagery
1874,t,MapInfo TAB Files for the USGS DOQQ set
1880,t,California Williamson Act
1887,t,City Limits
1887,t,City Limits
1913,t,Water Bodies
1918,t,Air Districts: Federal
1919,t,Air Districts: State
1920,t,California Ambient Air Quality Standards for Carbon Monoxide
1921,t,California Ambient Air Quality Standards for Ozone
1922,t,Bibliography
1923,t,California Biodiversity Council Conservation Planning Regions
1924,t,California Board of Equalization Districts
1924,f,California Board of Equalization Districts
1925,t,California's Hardwood Resources
1927,t,Cosumnes River Watershed Definition
1928,t,Dams within the Jurisdiction of the State of California
1929,t,Federal Hydrologic Unit Codes in California and Vicinity
1930,t,California Gap Analysis Data Dictionary Calveg Layer
1931,t,Government Ownership
1932,t,Hardwoods
1933,t,Interagency Natural Areas Coordinating Committee Bioregions
1934,t,Major Places
1935,t,Major Roads
1936,t,Potential Vertebrate Species Distribution for California
1937,t,California Precipitation
1938,t,California Significant Natural Areas
1939,t,California State Assembly Districts 1990
1940,t,California Department  of Toxic Substance Control Regions
1941,t,United States Senate Districts
1942,t,Urban Areas
1943,t,City of Arvin general plan land use
1945,t,Parcels
1948,f,Zoning
1966,t,Delta_Suisun_Resource_Matrix-4-23-08_dh1.xls
1973,t,Breakwater 905b Analysis
1974,t,Breakwater Project Alternative Maps
1975,t,Breakwater Project Management Plan (PMP)
1981,f,Cooling Centers
1982,f,Licensing and Certification District Offices
1983,f,Licensing and Certification: Districts
1984,f,Local Health Officers
1985,t,Historical lakes of the San Joaquin Valley
1986,t,Natural Vegetation of Central California based on Kuchler (1977)
1987,t,Proposed areas where connectivity and linkages should be promoted
1988,t,Proposed Specialty Preserve Areas
1990,t,Recovery Plan Geographic Place Names
1991,t,San Joaquin Valley Multispecies Recovery Plan study area
1992,t,Access Energy
1993,t,California Electric Transmission System Map
1994,t,California Energy Commission
1995,t,Energy Commission Homepage
1996,t,Energy Quest
1997,t,Media and Public Communications Office Access Energy and Internet
1998,t,California Power Plants Map
2031,t,"1997 Biological Surveys of Four Southern California Artificial Reefs:  Oceanside #2, Carlsbad, Pacific Beach, and Mission Bay Park"
2032,t,"A Combined Telephone and Creel Survey of the Red Abalone, Haliotis rufescens (Swainson), Sport Fishery in California from Monterey to the Oregon Border, April through November 1988"
2033,t,"A Combined Telephone and Creel Survey of the Red Abalone, Haliotis rufescens (Swainson), Sport Fishery in California from Monterey to the Oregon Border, April through November 1989"
2034,t,"Age Composition of California Barracuda, Sphyraena argentea; Pacific Bonito, Sarda chiliensis; White Seabass, Cynoscion nobilis; and Yellowtail, Seriola dorsalis from Southern California Partyboats, 1972-74"
2035,t,An Evaluation of the California Barracuda Resource and Its Management
2036,t,An Informational Summary on Elasmobranchs in Elkhorn Slough
2037,t,A Profile of the Monterey Squid Fleet in 1992
2038,t,"A Re-survey of the Marine Environment from Point Loma, San Diego County"
2039,t,A Status Report on the Jack Mackerel Tagging Program
2040,t,"A Summary of the Dungeness Crab Research Program, 1974-1980"
2041,t,A Survey of the Marine Environment Near the City of Carmel Ocean Outfall
2042,t,A Survey of the Marine Environment Near the City of Goleta Ocean Outfall
2043,t,A Survey of the Marine Environment Near the City of Monterey Ocean Outfall
2044,t,A Survey of the Marine Environment Near the City of Santa Cruz Ocean Outfall
2045,t,A Survey of the Marine Environment Near the City of Seaside Ocean Outfall
2046,t,A Survey of the Marine Environment Near the City of Watsonville Ocean Outfall
2047,t,"A Survey of the Marine Environment Near the Wedron Silica Discharge off Asilomar, Monterey County"
2048,t,A Survey of the Marine Environment Near Two Brine Discharges at Huntington Beach
2049,t,"Biological Characteristics of the Catch from the 1980-81 and 1981-82 Pacific Herring, Clupea harengus pallasi, Roe Fishery in California"
2050,t,"Biological Characteristics of the Catch from the 1982-83 Pacific Herring, Clupea harengus pallasi, Roe Fishery in California"
2051,t,"Biological Characteristics of the Catch from the 1984-85 Pacific Herring, Clupea harengus pallasi, Roe Fishery in California"
2052,t,"Biological Characteristics of the catch from the 1985-86 Pacific Herring, Clupea harengus pallasi, Roe Fishery in California"
2053,t,"Biological Characteristics of the Catch from the 1986-87 Pacific Herring, Clupea harengus pallasi, Roe Fishery in California"
2054,t,"Biological Characteristics of the Catch from the 1990-91 Pacific Herring, Clupea pallasi, Roe Fishery in California"
2055,t,"Biological Characteristics of the Catch from the 1991-92 Pacific Herring, Clupea pallasi, Roe Fishery in San Francisco Bay and Tomales Bay"
2056,t,"Biological Characteristics of the Gill Net Catch from the 1987-88 Pacific Herring, Clupea harengus pallasi, Roe Fishery in California"
2057,t,"Biological Characteristics of the Gill Net Catch from the 1988-89 Pacific Herring, Clupea harengus pallasi, Roe Fishery in California"
2058,t,"Biological Characteristics of the Gill Net Catch from the 1989-90 Pacific Herring, Clupea pallasi, Roe Fishery in California"
2059,t,"Biomass Estimates of Pacific Herring, Clupea harengus pallasi, in California from the 1980-81 Spawning-Ground Surveys"
2060,t,"Biomass Estimates of Pacific Herring, Clupea harengus pallasi, in California from the 1981-82 Spawning Ground Surveys"
2061,t,"Biomass Estimates of Pacific Herring, Clupea harengus pallasi, in California from the 1982-83 Spawning-Ground Surveys"
2062,t,"Biomass Estimates of Pacific Herring, Clupea harengus pallasi, in California from the 1983-84 Spawning-Ground Surveys"
2063,t,"Biomass Estimates of Pacific Herring, Clupea harengus pallasi, in California from the 1984-85 Spawning-Ground Surveys"
2064,t,"Biomass Estimates of Pacific Herring, Clupea harengus pallasi, in California from the 1985-86 Spawning-Ground Surveys"
2065,t,"Biomass Estimates of Pacific Herring, Clupea harengus pallasi, in California from the 1986-87 Spawning-Ground Surveys"
2066,t,"Biomass estimates of Pacific Herring, Clupea harengus pallasi, in California from the 1987-88 Spawning-Ground Surveys"
2067,t,"Biomass Estimates of Pacific Herring, Clupea harengus pallasi, in California from the 1988-89 Spawning-Ground Surveys"
2068,t,"Biomass Estimates of Pacific Herring, Clupea pallasi, in California from the 1989-90 Spawning-Ground Surveys"
2069,t,"Biomass Estimates of Pacific Herring, Clupea pallasi, in California from the 1990-91 Spawning-Ground Surveys"
2070,t,Dungeness Crab Research Program
2071,t,"Biomass Estimates of Pacific Herring, Clupea pallasi, in California from the 1991-92 Spawning-Ground Surveys"
2072,t,"Bull Kelp, Nereocystis luetkeana, Abundance in Van Damme Bay, Mendocino County, California"
2073,t,"Characteristics of Red Sea Urchin, Strongylocentrotus franciscanus, Populations in the Vicinity of Fort Bragg, California:  Northern California Sea Urchin Investigations, Progress Report, Spring 1988"
2074,t,"California Commercial Lobster Fishery, 1973-1974 Season"
2075,t,Compensation of Displaced Gill Netters Pursuant to Proposition 132
2076,t,"Conversions Between Total, Fork, and Standard Lengths for 41 Species of 15 Families of Fish from California Using Preserved and Fresh Specimens"
2077,t,"Crab Sport Fisheries in Humboldt Bay and Crescent City Harbor, California"
2078,t,"Densities and Size Compositions of Red Abalone, Haliotis rufescens, at Five Locations on the Mendocino and Sonoma County Coasts, September 1986"
2079,t,"Diablo Canyon Power Plant Site Ecological Study, Annual Report, July 1, 1973 - June 30, 1974"
2080,t,"Diablo Canyon Power Plant Site Ecological Study, Annual Report, July 1, 1974 - June 30, 1975; and Quarterly Report No. 8, April 1, 1975 - June 30, 1975"
2081,t,"Diablo Canyon Power Plant Site Ecological Study, Annual Report, July 1, 1976 - June 30, 1977"
2082,t,"Diablo Canyon Power Plant Site Ecological Study, Annual Report, Part I:  July 1, 1975 - June 30, 1976; and Quarterly Report No. 12, April 1, 1976 - June 30, 1976"
2083,t,"Diablo Canyon Power Plant Site Ecological Study, Quarterly Report No. 11, January 1 - March 31, 1976"
2084,t,"Diablo Canyon Power Plant Site Ecological Study, Quarterly Report No. 13, July 1 - September 30, 1976"
2085,t,"Diablo Canyon Power Plant Site Ecological Study, Quarterly Report No. 14, Oct.1 - Dec. 31, 1976"
2086,t,"Diablo Canyon Power Plant Site Ecological Study, Quarterly Report No. 15, January 1 - March 30, 1977"
2087,t,"Diablo Canyon Power Plant Site Ecological Study, Quarterly Report No. 17, July 1 - September 30, 1977"
2088,t,"Diablo Canyon Power Plant Site Ecological Study, Quarterly Report No. 18, October 1 - December 31, 1977"
2089,t,"Diablo Canyon Power Plant Site Ecological Study, Quarterly Report No. 19, January 1 - March 31, 1978"
2090,t,"Diablo Canyon Power Plant Site Ecological Study, Quarterly Report No. 1, July 1 - September 30, 1973"
2091,t,"Diablo Canyon Power Plant Site Ecological Study, Quarterly Report No. 20, April 1 - June 30, 1978"
2092,t,"Diablo Canyon Power Plant Site Ecological Study, Quarterly Report No. 21, July 1, 1978 - September 30, 1978"
2093,t,"Diablo Canyon Power Plant Site Ecological Study, Quarterly Report No. 22, Oct. 1, 1978 - Dec. 31, 1978"
2094,t,"Diablo Canyon Power Plant Site Ecological Study, Quarterly Report No. 2, October 1 - December 31, 1973"
2095,t,"Diablo Canyon Power Plant Site Ecological Study, Quarterly Report No. 3, January 1 - March 31, 1974"
2096,t,"Diablo Canyon Power Plant Site Ecological Study, Quarterly Report No. 5, July 1 - Sept. 30, 1974"
2097,t,"Diablo Canyon Power Plant Site Ecological Study, Quarterly Report No. 6, October 1 - December 31, 1974"
2098,t,"Diablo Canyon Power Plant Site Ecological Study, Quarterly Report No. 7, January 1 - March 31, 1975"
2099,t,"Diablo Canyon Power Plant Site Ecological Study, Quarterly Report No. 9, July 1 - September 30, 1975"
2100,t,"Diablo Canyon Power Plant Site Ecological Study Report, January 1, 1979 - June 30, 1980"
2101,t,"Dungeness Crab Research Program, Report for the Period January1 - August 31, 1979"
2102,t,"Dungeness Crab Research Program, Report for the Year 1975"
2103,t,"Dungeness Crab Research Program, Report for the Year 1976"
2104,t,"Dungeness Crab Research Program, Report for the Year 1977"
2105,t,"Dungeness Crab Research Program, Report for the Year 1978."
2106,t,"Dungeness Crab Research Program, Report for the Year 1979"
2107,t,"Early Life-History Studies of Nearshore Rockfishes and Lingcod off Central California, 1987-1992"
2108,t,"Effects of Kelp Canopy Removal on Young-of-the-Year Rockfish Abundance, Using Two Census Methods"
2109,t,"Effort and Catch Estimates for Northern and Central California Marine Recreational Fisheries, 1981-1986"
2110,t,"Evaluation of Regulations Concerning the Fishery for California Halibut, Paralichthys californicus"
2114,t,Neoplasia in California Marine Fishes
2116,t,"Incidental Catch and Mortality of Striped Bass, Morone saxatilis, in the Commercial Bay Shrimp Trawl Fishery in the San Francisco Estuarine Complex"
2117,t,Length Frequencies of Marine Sport Species Taken in Southern California Waters from Privately-owned Boats:  July 1977 through June 1978
2118,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 10, October to December, 1981"
2119,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 11, January to March 1982"
2120,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 12, April to June, 1982"
2121,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 13, July to September, 1982"
2122,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 14, October to December, 1982"
2123,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 15, January to March, 1983"
2124,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 16, April to June, 1983"
2125,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 17, July to September 1983"
2126,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 18, October to December 1983"
2127,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 19, January to March, 1984"
2128,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 1, July to September 1979"
2129,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 20, April to June 1984"
2130,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 21, July to September 1984"
2131,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 22, October to December 1984"
2132,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 23, January to March 1985"
2133,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 24, April to June 1985"
2134,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 25, July to September 1985"
2135,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 26, October to December 1985"
2136,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 27, January to March, 1986"
2137,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 28, April to June, 1986"
2138,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 29, July to September 1986"
2139,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 2, October to December, 1979"
2140,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 30, October to December, 1986"
2141,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 3, January to March 1980"
2142,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 4, April to June, 1980"
2143,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 5, July to September, 1980"
2144,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 6, October to December, 1980"
2145,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 7, January to March, 1981"
2146,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 8, April to June, 1981"
2147,t,"Marine Recreational Fisheries Statistics Survey for Northern and Central California, Quarterly Report No. 9, July to September 1981"
2148,t,"Medocino Power Plant Site Ecological Study, Final Report"
2149,t,"Mendocino Power Plant Site Ecological Study, Annual Report, July 1, 1971 to December 31, 1972"
2150,t,"Mendocino Power Plant Site Ecological Study, Quarterly Report No. 1, July 1 - September 30, 1971"
2151,t,"Mendocino Power Plant Site Ecological Study, Quarterly Report No. 2, October 1 - December 31, 1971"
2152,t,"Mendocino Power Plant Site Ecological Study, Quarterly Report No. 3, January 1 - March 31, 1972"
2153,t,"Mendocino Power Plant Site Ecological Study, Quarterly Report No. 4, April 1 - June 30, 1972"
2154,t,"Mendocino Power Plant Site Ecological Study, Quarterly Report No. 5, July 1 - September 30, 1972"
2155,t,"Ocean Shrimp Report, 1971 Season"
2156,t,"Ocean Shrimp Report, 1972 Season"
2157,t,"Ocean Shrimp Report, 1973 Season"
2158,t,"Ocean Shrimp Report, 1974 Season"
2159,t,"Ocean Shrimp Report, 1975 Season"
2160,t,"Ocean Shrimp Report, 1976 Season"
2161,t,"Ocean Shrimp Report, 1977 Season"
2162,t,"Ocean Shrimp Report, 1978 Season"
2163,t,"Ocean Shrimp Report, 1979 Season"
2164,t,"Ocean Shrimp Report, 1980 Season"
2165,t,"Onboard Sampling of the Rockfish and Lingcod Commercial Fishing Vessel Industry in Northern and Central California, 1992"
2166,t,"Onboard Sampling of the Rockfish and Lingcod Commercial Passenger Fishing Vessel Industry in Northern and Central California, January through December 1993"
2167,t,"Onboard Sampling of the Rockfish and Lingcod Commercial Passenger Fishing Vessel Industry in Northern and Central California, January through December 1994"
2168,t,"Onboard Sampling of the Rockfish and Lingcod Commercial Passenger Fishing Vessel Industry in Northern and Central California, January through December 1995"
2169,t,"Onboard Sampling of the Rockfish and Lingcod Commercial Passenger Fishing Vessel Industry in Northern and Central California, May 1987 to December 1991"
2170,t,"Pacific Herring, Clupea harengus pallasi, Experimental Roe-on-kelp Open Pound Fishery Studies in San Francisco Bay, December 1987 to February 1988"
2171,t,"Pacific Herring, Clupea harengus pallasi, Studies in San Francisco and Tomales Bays, April 1987 to March 1988"
2172,t,"Pacific Herring, Clupea harengus pallasi, Studies in San Francisco and Tomales Bays, April 1988 to March 1989"
2173,t,"Pacific Herring, Clupea harengus pallasi, Studies in San Francisco and Tomales Bays, April 1989 to March 1990"
2174,t,"Pacific Herring, Clupea harengus pallasi, Studies in San Francisco Bay and the Gulf of the Farallones, June 1984 to March 1985"
2175,t,"Pacific Herring, Clupea harengus pallasi, Studies in San Francisco Bay, April 1986 to March 1987"
2176,t,"Pacific Herring, Clupea harengus pallasi, studies in San Francisco Bay, Central and Northern California, and Washington, March 1985 to May 1986"
2177,t,"Pacific Herring, Clupea harengus pallasi, Studies in San Francisco Bay, Monterey Bay, and the Gulf of the Farallones, July 1982 to March 1983"
2178,t,"Pacific Herring, Clupea harengus pallasi, Studies in San Francisco Bay, Monterey Bay, and the Gulf of the Farallones, May 1983 to March 1984"
2179,t,"Pacific Herring, Clupea harengus pallassi, Studies in San Francisco Bay, December 1981 to March 1982"
2180,t,"Pacific Herring, Clupea pallasi, Spawning Population Assessment for San Francisco Bay, 1992-93"
2181,t,"Pacific Herring, Clupea pallasi, Studies and Fishery Management in Tomales Bay, 1992-93, with NOtes on Humboldt Bay and Crescent City Area Landings"
2182,t,"Pacific Herring, Clupea pallasi, Studies and Fishery Management in Tomales Bay, 1993-94, With Notes on Humboldt and Crescent City Area Landings"
2183,t,"Pacific Herring, Clupea pallasi, Studies in San Francisco Bay, April 1990 to March 1992"
2184,t,Preliminary Report on the Ability of Marine Recreational Fishermen to Identify the More Commonly Caught Sportfish
2185,t,"Progress Report of Research on White Seabass, Cynoscion nobilis"
2186,t,"Relative Abundance and Size Composition of Red Sea Urchin, Strongylocentrotus franciscanus, Populations along the Mendocino and Sonoma County Coasts, 1989"
2187,t,"Relative Abundance and Size Composition of Red Sea Urchin, Strongylocentrotus franciscanus, Populations along the Mendocino and Sonoma County Coasts, August 1988"
2188,t,"Relative Abundance and Size Composition of Red Sea Urchin, Strongylocentrotus franciscanus,Populations Along the Mendocino County Coast, 1991"
2189,t,"Results of Dover Sole Tagging in Waters off Northern California, 1969-1971"
2190,t,"Results of a Private Boat Angling Survey for Estimating Catch and Effort, Conducted at Oceanside, California, During May and June 1974"
2191,t,"Results of Jack Mackerel Tagging Study, 1971-1975"
2192,t,Results of Sampling Clammers in Elkhorn Slough during 1978 and 1979
2193,t,"Results of s Study to Detect Spawning Marks in Otoliths of Northern Anchovy, Engraulis mordax"
2194,t,Results of the 1976 Southern California Pismo Clam Census
2195,t,Results of the 1977 Southern California Pismo Clam Survey
2196,t,Results of the Jack Mackerel Subpopulation Discrimination Feasibility Study
2197,t,"California Sea Lion Interactions with Commercial Passenger Fishing Vessel Fisheries:  A Review of Log Book Data from 1994, 1995, and 1996."
2198,t,"Sea Otter, Enhydra lutris,Containment Management:  Field Studies and Feasibility Assessment"
2199,t,"Sea Otter, Enhydra lutris, Mortalities in California, 1968 through 1993"
2200,t,Selectivity of Gillnets in the California Pacific Herring Roe Fishery
2201,t,"California Shellfish Importation and Planting Report, 1971-1972 Season"
